year,make,model,variant,body_type,no_of_seats,build_date,compliance_date,vin,rego_no,rego_state,rego_expiry,no_of_plates,no_of_cylinders,engine_capacity,fuel_type,transmission,odometer_reading,odometer_unit,exterior_colour,interior_colour,key,spare_key,owners_manual,service_history,engine_turns_over,location,url,general_condition,features_list,final_price,final_bids,date_sold,status,bids,price,time_remaining_or_date_sold
2016,LDV,G10,9 seat Automatic 9 Seats People Mover,People Mover,9.0,2016-05,2016-07,LSKG4AL14GA415754,no plates,VIC,"Sold Unregistered, Without Plates",0.0,4.0,2.0,Petrol,Automatic,159303,km,White,Cream Leather,Yes,No,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21050975/motor-vehicles-motor-cycles/2016-ldv-g10-9-seat-automatic-9-seats-people-mover,"Front Seat Stains Drivers and Passnger worn
Back Seat Stains.
Large Scratch on Rear Passenger Sliding Door and Rear Guard
Dents or marks on body consistent with age and kilometres.","Air Conditioning, Bluetooth Capability, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Leather Trim, Park Distance Control Rear, Power Steering, Reversing Camera, Third Row Seat, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 775 (346988)",,,,sold,1.0,"$6,000",2025-06-26
2014,LDV,V80,BUS 11 SEAT Turbo Diesel Automatic 11 Seats Bus,Bus,11.0,2014-12,2015-02,LSKG4GL18EA234124,No Plates,QLD,"Sold Unregistered, Without Plates",0.0,4.0,2.5,Diesel,Automatic,112022,km,White,Grey,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21050978/motor-vehicles-motor-cycles/2014-ldv-v80-bus-11-seat-turbo-diesel-automatic-11-seats-bus,"Dents or marks on body consistent with age and kilometres.
Electric passenger step – inoperable
Transmission may require attention – does not hold neutral position
Paint fading Front bar below logo","Air Conditioning, Central Locking, Cruise Control, Driver Airbag, Electric Windows, MP3 Capability, Park Distance Control Rear, Power Steering, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 563 (350022)",,,,sold,94.0,"$4,709",2025-06-26
2007,Mercedes,Benz,C280 Elegance W204 Automatic Sedan,Sedan,5.0,2007-11,2007-12,WDD2040542A094333,WDB195,VIC,08-01-2026 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,6.0,3.0,Petrol,Automatic,285193,km,Silver,Black Leather,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21050979/motor-vehicles-motor-cycles/2007-mercedes-benz-c280-elegance-w204-automatic-sedan,"Dents or marks on body consistent with age and kilometres.
Large Scratch on LHF quarter panel","Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, Leather Trim, MP3 Capability, Park Distance Control Front, Park Distance Control Rear, Power Steering, Satellite Navigation System, Crash Test Star Rating 5, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 14C",,,,sold,64.0,"$4,000",2025-06-26
2016,Volkswagen,Golf,92TSI TRENDLINE A7 Automatic Wagon,Wagon,5.0,2016-08,2017-01,WVWZZZAUZHP518557,1ID5IN,VIC,03-02-2026 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,4.0,1.4,Petrol,Automatic,132745,km,Dark Grey,Black,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21050980/motor-vehicles-motor-cycles/2016-volkswagen-golf-92tsi-trendline-a7-automatic-wagon,Dents or marks on body consistent with age and kilometres.,"Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, MP3 Capability, Park Distance Control Front, Park Distance Control Rear, Power Steering, Reversing Camera, Roof Rail, Crash Test Star Rating 5, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 1175 (350045)",,,,sold,63.0,"$6,309",2025-06-26
2007,Mitsubishi,Outlander,XLS ZG CVT Wagon,Wagon,5.0,2007-10,2008-02,JMFXTCW5W8Z000733,WEU585,VIC,28-08-2025 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,4.0,2.4,Petrol,CVT,219772,km,Silver,Black Leather,Yes,No,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21050981/motor-vehicles-motor-cycles/2007-mitsubishi-outlander-xls-zg-cvt-wagon,"Front Seat worn Drivers
Dents or marks on body consistent with age and kilometres.
Medium Scratch on Various along panel
Large Dent on Back panel right side
Damaged Back right light
Large Dent on Back left panel above wheel
Windscreen Chipped or Cracked.","Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, MP3 Capability, Park Distance Control Rear, Power Steering, Roof Rail, Crash Test Star Rating 5, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 632",,,,sold,20.0,"$1,609",2025-06-26
2012,Mazda,CX-5,Grand Touring KE Turbo Diesel Automatic Wagon,Wagon,5.0,2012-11,2012-12,JM0KE102100134663,ZOB215,VIC,01-08-2025 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,4.0,2.2,Diesel,Automatic,151184,km,White,Black Leather,Yes,No,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21050982/motor-vehicles-motor-cycles/2012-mazda-cx-5-grand-touring-ke-turbo-diesel-automatic-wagon,Dents or marks on body consistent with age and kilometres.,"Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Heated Front Seats, Hill Holder System, Leather Trim, MP3 Capability, Park Distance Control Front, Park Distance Control Rear, Power Steering, Reversing Camera, Sunroof, Crash Test Star Rating 5, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 1098 (350043)",,,,sold,63.0,"$9,000",2025-06-26
2001,Toyota,Landcruiser,Prado GXL (4x4) VZJ95R Automatic 8 Seats Wagon,Wagon,8.0,2001-04,2001-04,JTEBN99J400084300,1XL7KN,VIC,20-09-2025 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,6.0,3.4,Dual Fuel (LPG & Petrol),Automatic,597803,km,Green,Grey,Yes,No,Yes,No,Yes,VIC,https://www.grays.com/lot/0001-21050984/motor-vehicles-motor-cycles/2001-toyota-landcruiser-prado-gxl-4x4-vzj95r-automatic-8-seats-wagon,"Dents or marks on body consistent with age and kilometres.
Medium Scratch on Around the car","Bull Bar, CD Player, Central Locking, Cruise Control, Electric Windows, Power Steering, Roof Rail, Third Row Seat, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 1193 (349949)",,,,sold,12.0,"$1,250",2025-06-26
2006,Holden,Commodore,S THUNDER VZ Automatic Ute,Ute,2.0,2006-07,2006-07,6G1ZK43B66L847825,WGX246,VIC,10-05-2026 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,6.0,3.6,Petrol,Automatic,288199,km,Silver,Black Leather,Yes,No,Yes,No,Yes,VIC,https://www.grays.com/lot/0001-21050985/motor-vehicles-motor-cycles/2006-holden-commodore-s-thunder-vz-automatic-ute,"Dents or marks on body consistent with age and kilometres.
Engine light ON","Air Conditioning, CD Player, Central Locking, Cruise Control, Driver Airbag, Electric Windows, Leather Trim, Power Steering, Reverse camera, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 1113 (348276)",,,,sold,92.0,"$4,950",2025-06-26
2009,Holden,Cruze,CDX JG Automatic Sedan,Sedan,5.0,2009-12,2010-01,KL3JA695JAK604124,YDR872,VIC,07-02-2026 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,4.0,1.8,Petrol,Automatic,"87263 - Odometer discrepancy detected, see attached history report.",km,Silver,Black Leather,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21050986/motor-vehicles-motor-cycles/2009-holden-cruze-cdx-jg-automatic-sedan,"Dents or marks on body consistent with age and kilometres.
Medium Scratch on Various parts of panel","Air Conditioning, CD Player, Central Locking, Cruise Control, Driver Airbag, Electric Windows, Heated Front Seats, Leather Trim, MP3 Capability, Power Steering, Crash Test Star Rating 5, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 476 (350039)",,,,sold,34.0,"$2,310",2025-06-26
2009,Mitsubishi,Express,SWB SJ Manual Van,Van,2.0,Unable to locate,2009-07,JMFGNP04VAA000376,No plates,VIC,"Sold Unregistered, Without Plates",0.0,4.0,2.4,Petrol,Manual,152335,km,White,Grey,Yes,No,No,No,Yes,VIC,https://www.grays.com/lot/0001-21050987/motor-vehicles-motor-cycles/2009-mitsubishi-express-swb-sj-manual-van,"Dents or marks on body consistent with age and kilometres.
Body/panel damage Various parts of panel
Large Dent on Various parts of panel
Corrosion visible Various parts of panel
Large Scuff on Various parts of panel
Flat Battery. Jump start or towing required","Air Conditioning, CD Player, Nudge Bar, Crash Test Star Rating 1, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 466 (349073)",,,,sold,8.0,$709,2025-06-26
2012,Jeep,Grand,Cherokee Laredo (4x4) WK Turbo Diesel Automatic SUV,SUV,5.0,2012 - 07,2012 - 09,1C4RJFEM7DC511843,1CZ1QU,VIC,"Sold Unregistered, Without Plates - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.",2.0,6.0,3.0,Diesel,Automatic,171987,km,Grey,Black Leather,Yes,Yes,No,No,Yes,VIC,https://www.grays.com/lot/0001-21050988/motor-vehicles-motor-cycles/2012-jeep-grand-cherokee-laredo-4x4-wk-turbo-diesel-automatic-suv,"Other Warning light ON
Engine light ON
ABS light ON","Air Conditioning, Auto Control, Bluetooth Capability, CD Player, Central Locking, Cruise Control, Driver Airbag, Electric Windows, Leather Trim, MP3 Capability, Park Distance Control Rear, Power Steering, Roof Rail, Crash Test Star Rating 4, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 1078 (350180)",,,,sold,53.0,"$5,209",2025-06-26
2013,Mazda,CX-5,Maxx Sport KE Turbo Diesel Automatic Wagon,Wagon,5.0,2013-07,2013-08,JM0KE102100217460,1AH8MH,VIC,13-11-2025 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,4.0,2.2,Diesel,Automatic,169522,km,Grey,Black Leather,Yes,No,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21050989/motor-vehicles-motor-cycles/2013-mazda-cx-5-maxx-sport-ke-turbo-diesel-automatic-wagon,"Dents or marks on body consistent with age and kilometres.
Medium Scratch on Various parts of panel","Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, MP3 Capability, Power Steering, Reversing Camera, Crash Test Star Rating 5, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 45 (350038)",,,,sold,115.0,"$9,400",2025-06-26
2008,Toyota,Landcruiser,Prado GXL (4x4) KDJ120R T/D Automatic 8 Seats Wagon,Wagon,8.0,2008-01,2008-01,JTEBZ29J600167870,2CO5WY,VIC,20-02-2026 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,4.0,3.0,Diesel,Automatic,470307,km,White,Grey,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21050990/motor-vehicles-motor-cycles/2008-toyota-landcruiser-prado-gxl-4x4-kdj120r-t-d-automatic-8-seats-wagon,"Medium Scratch on Rear passenger side
Engine Oil Cap Missing
Medium Dent on Rear driver side
Dents or marks on body consistent with age and kilometres.
3rd row seats have been removed","Air Conditioning, Bluetooth Capability, Bull Bar, CD Player, Central Locking, Cruise Control, Driver Airbag, Electric Windows, MP3 Capability, Park Distance Control Rear, Power Steering, Roof Rail, Third Row Seat, Crash Test Star Rating 4, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 159C (349869)",,,,sold,72.0,"$6,250",2025-06-26
2011,Ford,Territory,Titanium (RWD) SZ Turbo Diesel Automatic 7 Seats Wagon,Wagon,7.0,2011-08,2011-08,6FPAAAJGATBT45835,880HH,VIC,30-08-2025 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,6.0,2.7,Diesel,Automatic,368354,km,Brown,Cream Leather,Yes,No,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21050997/motor-vehicles-motor-cycles/2011-ford-territory-titanium-rwd-sz-turbo-diesel-automatic-7-seats-wagon,"Seat Torn Drivers
Dents or marks on body consistent with age and kilometres.
Hood Lining Sagging
ABS light ON
Other Warning light ON
Radio broken","Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, DVD Player, Electric Windows, Leather Trim, MP3 Capability, Park Distance Control Rear, Power Steering, Reversing Camera, Roof Rail, Third Row Seat, Crash Test Star Rating 5, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 156 (349966)",,,,sold,17.0,"$1,400",2025-06-26
2020,Kia,Cerato,S BD Automatic Sedan,Sedan,5.0,2020-03,2020-05,KNAF241CML5077854,1RV3VT,VIC,25-05-2025 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,4.0,2.0,Petrol,Automatic,87631,km,Black,Black,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21051001/motor-vehicles-motor-cycles/2020-kia-cerato-s-bd-automatic-sedan,"Dents or marks on body consistent with age and kilometres.
Large Scuff on Back bar right side
Medium Dent on Back bar right side above scuff","Air Conditioning, Bluetooth Capability, Central Locking, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, MP3 Capability, Park Distance Control Front, Park Distance Control Rear, Power Steering, Reversing Camera, Crash Test Star Rating 4, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 5 (350085)",,,,sold,127.0,"$13,500",2025-06-26
2014,Mazda,CX-5,Grand Touring KE Series 2 T/D Auto Wagon (Complied 2015),Wagon,5.0,2014-12,2015-01,JM0KE102200301563,1DA1QZ,VIC,09-02-2026 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,4.0,2.2,Diesel,Automatic,154209,km,Black,Black Leather,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21051002/motor-vehicles-motor-cycles/2014-mazda-cx-5-grand-touring-ke-series-2-t-d-auto-wagon-complied-2015,Please refer to the photos or arrange inspection to view the condition of this vehicle.,"Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Heated Front Seats, Hill Holder System, Leather Trim, MP3 Capability, Park Distance Control Front, Park Distance Control Rear, Power Steering, Reversing Camera, Roof racks, Sunroof, Crash Test Star Rating 5, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 1223 (349183)",,,,sold,133.0,"$10,000",2025-06-26
2010,Holden,Captiva,5 (4x4) CG Automatic Wagon,Wagon,5.0,2010-02,2010-03,KL3DD26FJAB041404,XPR890,VIC,09-04-2026 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,4.0,2.4,Petrol,Automatic,121199,km,Silver,Black,Yes,No,No,No,Yes,VIC,https://www.grays.com/lot/0001-21051003/motor-vehicles-motor-cycles/2010-holden-captiva-5-4x4-cg-automatic-wagon,Dents or marks on body consistent with age and kilometres.,"Air Conditioning, Auto Control, CD Player, Central Locking, Cruise Control, Driver Airbag, Electric Windows, MP3 Capability, Park Distance Control Front, Park Distance Control Rear, Power Steering, Roof Rail, Crash Test Star Rating 4, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 1048 (350107)",,,,sold,29.0,"$1,809",2025-06-26
2012,Toyota,Hilux,Workmate (4x4) KUN26R Turbo Diesel Manual Cab Chassis,Cab Chassis,2.0,2012-07,2012-07,MR0DZ22G700022690,ZGI326,VIC,14-08-2025 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,4.0,3.0,Diesel,Manual,389061,km,White,Grey,Yes,No,No,Yes,Yes,VIC,https://www.grays.com/lot/0001-21051004/motor-vehicles-motor-cycles/2012-toyota-hilux-workmate-4x4-kun26r-turbo-diesel-manual-cab-chassis,"Seat Torn Drivers
Dents or marks on body consistent with age and kilometres.
Dents or marks on body consistent with age and kilometres.
Medium Scratch on Passenger door","Bluetooth Capability, CD Player, Driver Airbag, MP3 Capability, Power Steering, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 764 (350082)",,,,sold,55.0,"$6,000",2025-06-26
2007,Mitsubishi,Outlander,LS ZG CVT Wagon,Wagon,5.0,2007-11,2008-01,JMFXTCW5W8Z001515,1ZO6MZ,VIC,02-02-2026 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,4.0,2.4,Petrol,CVT,217182,km,Silver,Black Leather,Yes,No,No,No,Yes,VIC,https://www.grays.com/lot/0001-21051005/motor-vehicles-motor-cycles/2007-mitsubishi-outlander-ls-zg-cvt-wagon,"Dents or marks on body consistent with age and kilometres.
Damaged Break light left side
Body/panel damage Passenger side","Air Conditioning, 466, CD Player, Central Locking, Cruise Control, Driver Airbag, Electric Windows, MP3 Capability, Power Steering, Roof Rail, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 497 (349147)",,,,sold,18.0,"$1,809",2025-06-26
