year,make,model,variant,body_type,no_of_seats,build_date,compliance_date,vin,rego_no,rego_state,rego_expiry,no_of_plates,no_of_cylinders,engine_capacity,fuel_type,transmission,odometer_reading,odometer_unit,exterior_colour,interior_colour,key,spare_key,owners_manual,service_history,engine_turns_over,location,url,general_condition,features_list,bids,price,time_remaining_or_date_sold,status
2012,Great,Wall,V200 4X4 Turbo Diesel Manual Cab Chassis,Cab Chassis,2.0,2012-02,2012-04,LGWDBE370CC639278,,,"Sold Unregistered, Without Plates",0.0,4.0,2.0,Diesel,Manual,119237,km,Silver,Grey,Yes,No,Yes,Yes,Yes,QLD,https://www.grays.com/lot/0001-50515802/motor-vehicles-motor-cycles/2012-great-wall-v200-4x4-turbo-diesel-manual-cab-chassis,"Engine noise observed.
Engine light ON
Seat Torn Drivers
Paint fading Multiple panels
Paint peeling Bonnet
Carpet worn in places.
Medium Scratch on Front bumper
Front Seat Stains passenger","Air Conditioning, CD Player, Central Locking, Driver Airbag, Electric Windows, MP3 Capability, Power Steering, Location: 131-153 Main Beach Road, Pinkenba, QLD, 4008, Key No: K-26 GV349121",4.0,,,referred
2008,Hyundai,Santa,Fe SX CM Turbo Diesel Manual Wagon,Wagon,5.0,2008-05,2008-07,KMHSG81WR8U394400,,,"Sold Unregistered, Without Plates",0.0,4.0,2.2,Diesel,Manual,271320,km,Green,Black,Yes,No,No,No,Yes,QLD,https://www.grays.com/lot/0001-50515803/motor-vehicles-motor-cycles/2008-hyundai-santa-fe-sx-cm-turbo-diesel-manual-wagon,"Door card Damaged.
Door Mirror Broken RH
Damaged RH rear indicator light cracked
Large Scratch on RH rear door
Windscreen Chipped or Cracked.
Paint cracked Rear bumper
Medium Scratch on Rear bumper
Dents or marks on body consistent with age and kilometres.
Paint fading Both side mirrors","Air Conditioning, CD Player, Central Locking, Cruise Control, Driver Airbag, Electric Windows, MP3 Capability, Power Steering, Roof Rail, Location: 131-153 Main Beach Road, Pinkenba, QLD, 4008, Key No: K-61 GV349396",5.0,,,referred
2013,Ford,Focus,Ambiente LW II Automatic Sedan,Sedan,5.0,2013-10,2013-11,MPB2XXMXB2DK52037,,,"Sold Unregistered, Without Plates",,4.0,1.6,Petrol,Automatic,94564,km,Grey,Grey,Yes,Yes,Yes,Yes,Yes,QLD,https://www.grays.com/lot/0001-50515807/motor-vehicles-motor-cycles/2013-ford-focus-ambiente-lw-ii-automatic-sedan,"Transmission Requires attention Strongly recommend inspection by qualified third party
Dents or marks on body consistent with age and kilometres.
Back Seat Stains.
Paint fading Boot and roof","Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, MP3 Capability, Power Steering, Crash Test Star Rating 5, Location: 131-153 Main Beach Road, Pinkenba, QLD, 4008, Key No: K-99 GV349751",28.0,,,referred
2010,Nissan,Navara,ST-R (4x4) D22 Turbo Diesel Manual Dual Cab,Dual Cab Chassis,5.0,2010-01,2010-02,MNTCPUD22A0004373,,,"Sold Unregistered, Without Plates",0.0,4.0,2.4,Diesel,Manual,"173934 - Odometer discrepancy detected, see attached history report",km,White,Grey,Yes,Yes,No,No,Yes,QLD,https://www.grays.com/lot/0001-50515810/motor-vehicles-motor-cycles/2010-nissan-navara-st-r-4x4-d22-turbo-diesel-manual-dual-cab,"Door card Worn.
Dents or marks on body consistent with age and kilometres.
Seat Torn Back seats","Air Conditioning, Bluetooth Capability, Central Locking, Driver Airbag, Electric Windows, MP3 Capability, Nudge Bar, Power Steering, Roof Rail, Location: 131-153 Main Beach Road, Pinkenba, QLD, 4008, Key No: K-265 GV348921",2.0,,,referred
2011,Hyundai,iLOAD,TQ Manual Van,Van,3.0,2011-11,2012-01,KMFWBX7RLCU429039,,,"Sold Unregistered, Without Plates",0.0,4.0,2.4,Petrol,Manual,91034,km,White,Grey,Yes,No,Yes,Yes,Yes,QLD,https://www.grays.com/lot/0001-50515811/motor-vehicles-motor-cycles/2011-hyundai-iload-tq-manual-van,"Rear View Mirror Broken
Dents or marks on body consistent with age and kilometres.
Large Scratch on Tailgate
Large Dent on LH rear door and LH rear guard
Medium Dent on Multiple on LH rear door","Air Conditioning, CD Player, Central Locking, Driver Airbag, Electric Windows, MP3 Capability, Park Distance Control Rear, Power Steering, Roof Rail, Crash Test Star Rating 4, Location: 131-153 Main Beach Road, Pinkenba, QLD, 4008, Key No: K-280 GV349013",63.0,,,referred
2006,Volkswagen,Caddy,1.9 TDI Turbo Diesel Automatic Van,Van,2.0,2006-06,2006-08,WV1ZZZ2KZ7X010413,,,"Sold Unregistered, Without Plates",0.0,4.0,1.9,Diesel,Automatic,00000,km,White,Grey,Yes,No,Yes,Yes,Yes,QLD,https://www.grays.com/lot/0001-50515813/motor-vehicles-motor-cycles/2006-volkswagen-caddy-1-9-tdi-turbo-diesel-automatic-van,"Front Seat Stains Both
Odometer Not Working.
Front Seat worn Drivers
Dents or marks on body consistent with age and kilometres.
Engine light ON
Engine noise observed.
Windscreen Chipped or Cracked.","Air Conditioning, CD Player, Central Locking, Driver Airbag, Electric Windows, Power Steering, Location: 131-153 Main Beach Road, Pinkenba, QLD, 4008, Key No: K-11 GV349069",25.0,,,referred
2013,Holden,Cruze,SRi JH Automatic Sedan,Sedan,5.0,2013-08,2013-08,6G1PE5EN7EL929590,,,"Sold Unregistered, Without Plates",0.0,4.0,1.6,Petrol,Automatic,109503,km,Red,Black Leather,Yes,Yes,No,No,Yes,QLD,https://www.grays.com/lot/0001-50515817/motor-vehicles-motor-cycles/2013-holden-cruze-sri-jh-automatic-sedan,"Engine noise observed.
Hail damage visible.
Dents or marks on body consistent with age and kilometres.
Paint fading Multiple panels
Windscreen Chipped or Cracked.","Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Cruise Control, Driver Airbag, Electric Windows, Leather Trim, MP3 Capability, Park Distance Control Rear, Power Steering, Crash Test Star Rating 5, Location: 131-153 Main Beach Road, Pinkenba, QLD, 4008, Key No: K-217 GV350508",5.0,,,referred
2012,Mitsubishi,Lancer,ES Sportback CJ CVT Hatchback,Hatchback,5.0,2012-01,2012-02,JMFLTCX4ACU001526,,,"Sold Unregistered, Without Plates",0.0,4.0,2.0,Petrol,CVT,218788,km,Bronze,Black Leather,Yes,Yes,Yes,Yes,Yes,QLD,https://www.grays.com/lot/0001-50515818/motor-vehicles-motor-cycles/2012-mitsubishi-lancer-es-sportback-cj-cvt-hatchback,"Seat Torn RH and LH front
Paint fading Multiple panels
Dents or marks on body consistent with age and kilometres.
Medium Scratch on LH front gurad
Paint peeling Multiple panels","Air Conditioning, CD Player, Central Locking, Cruise Control, Driver Airbag, Electric Windows, Leather Trim, MP3 Capability, Park Distance Control Rear, Power Steering, Reversing Camera, Crash Test Star Rating 5, Location: 131-153 Main Beach Road, Pinkenba, QLD, 4008, Key No: K-218 GV350511",20.0,,,referred
2009,Mercedes,Benz,E-Class E350 Avantgarde W212 Automatic Sedan,Sedan,5.0,2009-05,2009-07,WDD2120562A028131,,,"Sold Unregistered, Without Plates",0.0,6.0,3.5,Petrol,Automatic,141264,km,Blue,Beige Leather,Yes,No,Yes,Yes,Yes,QLD,https://www.grays.com/lot/0001-50515819/motor-vehicles-motor-cycles/2009-mercedes-benz-e-class-e350-avantgarde-w212-automatic-sedan,"Dents or marks on body consistent with age and kilometres.
Rear bumper Cracked bumper.
Medium Scuff on LHF door
Large Scuff on Multiple on front and rear bumper
Front Seat worn RHF","Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, Leather Trim, MP3 Capability, Park Distance Control Front, Park Distance Control Rear, Power Steering, Reversing camera, Satellite navigation system, Sunroof, Crash Test Star Rating 5, Location: 131-153 Main Beach Road, Pinkenba, QLD, 4008, Key No: K-17 GV349098",61.0,,,referred
2017,Ford,Escape,TREND FWD ZG Automatic Wagon,Wagon,5.0,2017-06,2017-08,WF0AXXWPMAHR87309,,,"Sold Unregistered, Without Plates",0.0,4.0,1.5,Petrol,Automatic,180645,km,Grey,Black,Yes,Yes,Yes,Yes,Yes,QLD,https://www.grays.com/lot/0001-50515820/motor-vehicles-motor-cycles/2017-ford-escape-trend-fwd-zg-automatic-wagon,"Engine overheating, tow advisable.
Dents or marks on body consistent with age and kilometres.
Engine noise observed.
Other Warning light ON
Medium Scuff on Lh front bumper","Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, MP3 Capability, Park Distance Control Rear, Power Steering, Reversing Camera, Roof Rail, Satellite Navigation System, Crash Test Star Rating 5, Location: 131-153 Main Beach Road, Pinkenba, QLD, 4008, Key No: K-23 GV349114",12.0,,,referred
2018,Mercedes,Benz,A-Class A200d W176 Turbo Diesel Automatic Hatchback,Hatchback,5.0,2018-01,2018-04,WDD1760082J750420,,,"Sold Unregistered, Without Plates",2.0,4.0,2.1,Diesel,Automatic,166828,km,Silver,Black Leather,Yes,No,No,No,Yes,QLD,https://www.grays.com/lot/0001-50515821/motor-vehicles-motor-cycles/2018-mercedes-benz-a-class-a200d-w176-turbo-diesel-automatic-hatchback,"Flat Battery. Jump start or towing required
Large Scratch on LH front door
Medium Scratch on RH rear guard and LH rear guard
Dents or marks on body consistent with age and kilometres.
Airbag light ON","Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, MP3 Capability, Park Distance Control Front, Park Distance Control Rear, Parking Assist System, Power Steering, Reversing Camera, Satellite Navigation System, Sunroof, Crash Test Star Rating 5, Location: 131-153 Main Beach Road, Pinkenba, QLD, 4008, Key No: K-50 GV349247",55.0,,,referred
2016,Land,Rover,Range Rover Evoque TD4 180 HSE DYNAMIC T/Diesel 9 auto,Convertible,4.0,2016-11,2017-01,SALVA5ANXHH202621,,,"Sold Unregistered, Without Plates",2.0,4.0,2.0,Diesel,9 auto,139108,km,Blue,Beige Leather,Yes,No,Yes,No,Yes,QLD,https://www.grays.com/lot/0001-50515822/motor-vehicles-motor-cycles/2016-land-rover-range-rover-evoque-td4-180-hse-dynamic-t-diesel-9-auto,"Large Scratch on RH rear guard
Dents or marks on body consistent with age and kilometres.
Medium Scratch on RH door and front guard
Medium Dent on Front bumper","Air Conditioning, Auto Control, Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Heated Front Seats, Hill Holder System, Leather Trim, MP3 Capability, Park Distance Control Front, Park Distance Control Rear, Parking Assist Systems, Power Steering, Reversing Camera, Satellite Navigation System, Location: 131-153 Main Beach Road, Pinkenba, QLD, 4008, Key No: K-46 GV349263",212.0,,,referred
2012,Subaru,Outback,2.5i Premium B5A CVT Wagon,Wagon,5.0,2012-04,2012-05,JF2BR9K95CG036825,,,"Sold Unregistered, Without Plates",2.0,4.0,2.5,Petrol,CVT,213297,km,Blue,Black Leather,Yes,Yes,Yes,Yes,Yes,QLD,https://www.grays.com/lot/0001-50515825/motor-vehicles-motor-cycles/2012-subaru-outback-2-5i-premium-b5a-cvt-wagon,"Paint fading Boot
Dents or marks on body consistent with age and kilometres.
Medium Scuff on 2x Rear bumper
Medium Scratch on RH side rails
Seat Torn both front seats","Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Leather Trim, MP3 Capability, Power Steering, Reversing Camera, Roof Rail, Satellite Navigation System, Sunroof, Crash Test Star Rating 5, Location: 131-153 Main Beach Road, Pinkenba, QLD, 4008, Key No: K-140 GV349855",68.0,,,referred
2013,Mazda,BT-50,4X4 XTR Turbo Diesel Automatic Ute,Ute,4.0,2013-10,2013-11,MM0UP0YF100192480,,,"Sold Unregistered, Without Plates",0.0,5.0,3.2,Diesel,Automatic,186327,km,Black,Black,Yes,Yes,Yes,Yes,Yes,QLD,https://www.grays.com/lot/0001-50515827/motor-vehicles-motor-cycles/2013-mazda-bt-50-4x4-xtr-turbo-diesel-automatic-ute,Dents or marks on body consistent with age and kilometres.,"Air Conditioning, Auto Control, Bluetooth Capability, Bull bar, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, MP3 Capability, Power Steering, Roof Racks, Satellite navigation system, Crash Test Star Rating 5, Location: 131-153 Main Beach Road, Pinkenba, QLD, 4008, Key No: K-110 GV349910",96.0,,,referred
2013,Suzuki,Grand,Vitara SPORT 4WD JT Manual Wagon,Wagon,5.0,2013-04,2013-05,JSAJTDA4V00276501,,,"Sold Unregistered, Without Plates",0.0,4.0,2.4,Petrol,Manual,298496,km,Silver,Black,Yes,No,Yes,Yes,Yes,QLD,https://www.grays.com/lot/0001-50515832/motor-vehicles-motor-cycles/2013-suzuki-grand-vitara-sport-4wd-jt-manual-wagon,"Dents or marks on body consistent with age and kilometres.
Medium Scuff on Rear bumper, LH rear guard and LH rear door","Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, MP3 Capability, Power Steering, Reversing Camera, Roof Rail, Satellite Navigation System, Crash Test Star Rating 4, Location: 131-153 Main Beach Road, Pinkenba, QLD, 4008, Key No: K-219 GV350543",35.0,,,referred
2001,Mercedes,Benz,Sprinter camper 208CDI ESWB Turbo Diesel Manual Van,Van,2.0,2001-12,2003-03,WDF9026622A905506,,,"Sold Unregistered, Without Plates",0.0,4.0,2.1,Diesel,Manual,280811,km,White,Grey,Yes,No,Yes,Yes,Yes,QLD,https://www.grays.com/lot/0001-50712101/motor-vehicles-motor-cycles/2001-mercedes-benz-sprinter-camper-208cdi-eswb-turbo-diesel-manual-van,"Radio Missing
Dents or marks on body consistent with age and kilometres.
Paint fading Multiple panels","Air Conditioning, Nudge Bar, Power Steering, Location: 131-153 Main Beach Road, Pinkenba, QLD, 4008, Key No: K-27 GV349193",145.0,,,referred
2010,Citroen,C5,2.0 HDI Comfort Turbo Diesel Automatic Sedan,Sedan,5.0,2010-10,2011-07,VF7RDRHHAAL567820,,,"Sold Unregistered, Without Plates",0.0,4.0,2.0,Diesel,Automatic,342210,km,Silver,Black Leather,Yes,Yes,Yes,Yes,Yes,QLD,https://www.grays.com/lot/0001-50712117/motor-vehicles-motor-cycles/2010-citroen-c5-2-0-hdi-comfort-turbo-diesel-automatic-sedan,"Other Warning light ON
Front Seat worn Both
Seat Torn RH front
Dents or marks on body consistent with age and kilometres.
Paint peeling RH rear guard
Medium Dent on LH rear door
Medium Scuff on Rear bumper
Driveline requires attention, recommend inspection by qualified third party
Windscreen Chipped or Cracked.","Air Conditioning, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Leather Trim, Park Distance Control Rear, Power Steering, Crash Test Star Rating 5, Location: 131-153 Main Beach Road, Pinkenba, QLD, 4008, Key No: K-195 GV350297",0.0,,,referred
1975,Toyota,Land,Cruiser Manual Ute,,3.0,Unable to locate,1975-11,FJ45106886,,,"Sold Unregistered, Without Plates",2.0,6.0,4.2,Petrol,Manual,000000,km,White,Black Leather,No,No,No,No,No,QLD,https://www.grays.com/lot/0001-50712120/motor-vehicles-motor-cycles/1975-toyota-land-cruiser-manual-ute,"Odometer Damaged.
Door card Damaged.
Paint cracked Multiple panels
Paint fading Multiple panels
Carpet worn in places.
Door Mirror Broken Driver side mirror","Bull Bar, Leather Trim, Location: 131-153 Main Beach Road, Pinkenba, QLD, 4008, Key No: K-1",26.0,,,referred
2003,Mazda,6,Classic GG Automatic Sedan,Sedan,5.0,2003-01,2003-02,JM0GG103100114418,,,"Sold Unregistered, Without Plates",0.0,4.0,2.3,Petrol,Automatic,244400,km,Silver,Black,Yes,No,No,No,Yes,QLD,https://www.grays.com/lot/0001-50712121/motor-vehicles-motor-cycles/2003-mazda-6-classic-gg-automatic-sedan,"Flat Battery. Jump start or towing required
Dents or marks on body consistent with age and kilometres.
Engine noise observed.
Transmission Requires attention Strongly recommend inspection by qualified third party
Paint peeling Rear bumper
Body/panel damage Rear bumper and passenger side
Medium Scuff on Front bumper
Medium Dent on Bonnet
Paint peeling Front bumper","Air Conditioning, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Power Steering, Location: 131-153 Main Beach Road, Pinkenba, QLD, 4008, Key No: K-943 GV341450",2.0,,,referred
2008,Mazda,BT-50,DX B3000 Turbo Diesel Manual Dual Cab,Dual Cab,5.0,2008-01,2008-02,MM0UNY0E300680791,,,"Sold Unregistered, Without Plates",2.0,4.0,3.0,Diesel,Manual,229113,km,White,Black,Yes,No,Yes,No,Yes,QLD,https://www.grays.com/lot/0001-50712124/motor-vehicles-motor-cycles/2008-mazda-bt-50-dx-b3000-turbo-diesel-manual-dual-cab,"Engine idling rough
Dents or marks on body consistent with age and kilometres.
Door card Worn.
Front Seat worn Driver
Flat Battery. Jump start or towing required
Reverse Camera Not Working
Radio Not Working
Engine Smoke visible
Paint fading Over vehicle","Air Conditioning, Bull Bar, CD Player, Central Locking, Driver Airbag, MP3 Capability, Power Steering, Crash Test Star Rating 3, Location: 131-153 Main Beach Road, Pinkenba, QLD, 4008, Key No: K-922",10.0,,,referred
2011,Subaru,Forester,2.0D S3 Turbo Diesel Manual Wagon,Wagon,5.0,2011-04,2011-06,JF2SHHKZ3BG069263,,,"Sold Unregistered, Without Plates",2.0,4.0,2.0,Diesel,Manual,262760,km,White,Black,Yes,No,Yes,Yes,Yes,QLD,https://www.grays.com/lot/0001-50712126/motor-vehicles-motor-cycles/2011-subaru-forester-2-0d-s3-turbo-diesel-manual-wagon,"Flat Battery. Jump start or towing required
Engine Oil Leak
Driveline requires attention, recommend inspection by qualified third party
Large Scratch on Passenger side
Dents or marks on body consistent with age and kilometres.","Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, MP3 Capability, Power Steering, Roof Rail, Crash Test Star Rating 5, Location: 131-153 Main Beach Road, Pinkenba, QLD, 4008, Key No: K-940 GV341439",7.0,,,referred
2013,Hyundai,Veloster,SR TURBO FS Automatic Coupe,Coupe,4.0,2013-09,2013-10,KMHTC61EMDU176457,,,"Sold Unregistered, Without Plates",2.0,4.0,1.6,Petrol,Automatic,145264,km,Red,Black Leather,Yes,No,No,No,No,QLD,https://www.grays.com/lot/0001-50712127/motor-vehicles-motor-cycles/2013-hyundai-veloster-sr-turbo-fs-automatic-coupe,"Door card Worn.
Front Seat worn Both seats
Seat Torn Driver seat
Hood Lining Sagging
Engine and EPS warning lights on
Dents or marks on body consistent with age and kilometres.
Paint fading Multiple panels
Paint peeling Side mirrors
Large Dent on Rh rear guard","Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Leather Trim, MP3 Capability, Park Distance Control Front, Parking Assist System, Power Steering, Reversing Camera, Sunroof, Crash Test Star Rating 5, Location: 131-153 Main Beach Road, Pinkenba, QLD, 4008, Key No: K-548 GV345694",18.0,,,referred
2010,Hyundai,iMAX,TQ Turbo Diesel Manual 8 Seats People Mover,People Mover,8.0,2010-03,2010-04,KMHWH81JLAU242592,,,"Sold Unregistered, Without Plates",0.0,4.0,2.5,Diesel,Manual,168279,km,Grey,Grey,Yes,Yes,Yes,Yes,Yes,QLD,https://www.grays.com/lot/0001-50712130/motor-vehicles-motor-cycles/2010-hyundai-imax-tq-turbo-diesel-manual-8-seats-people-mover,"Door card Worn.
Seat Torn RH front
Back Seat Stains.
Large Scratch on RH rear door
Rear Cracked bumper.
Large Scuff on LH rear guard
Large Dent on LH rear guard
Dents or marks on body consistent with age and kilometres.
Medium Scuff on LH front guard and RH front guard","Air Conditioning, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, MP3 Capability, Nudge Bar, Park Distance Control Rear, Power Steering, Roof Rail, Third Row Seat, Crash Test Star Rating 4, Location: 131-153 Main Beach Road, Pinkenba, QLD, 4008, Key No: K-213 GV350500",19.0,,,referred
2012,Mitsubishi,Triton,GL-R (4x4) MN Turbo Diesel Automatic Dual Cab,Dual Cab Chassis,5.0,2012 - 11,2013 - 02,MMAJRKB40DD000851,,,"Sold Unregistered, Without Plates",,4.0,2.5,Diesel,Automatic,144087,km,White,Multi,Yes,Yes,Yes,Yes,Yes,SA,https://www.grays.com/lot/0001-60048088/motor-vehicles-motor-cycles/2012-mitsubishi-triton-gl-r-4x4-mn-turbo-diesel-automatic-dual-cab,Please refer to the photos or arrange inspection to view the condition of this vehicle.,"Air Conditioning, Bluetooth Capability, Central Locking, Cruise Control, Driver Airbag, Electric Windows, MP3 Capability, Nudge Bar, Power Steering, Canopy, Navigation (Android Auto), Crash Test Star Rating 4, Location: 3 Maxwell Road, Pooraka, SA, 5095, Key No: 94",92.0,,,referred
2012,Holden,Colorado,4X2 LX RG Turbo Diesel Automatic Cab Chassis,Cab Chassis,2.0,2012 - 06,2012 - 07,MMU143CH0DH615590,,,"Sold Unregistered, Without Plates",,4.0,2.8,Diesel,Automatic,148118,km,Grey,Multi,Yes,No,Yes,Yes,Yes,SA,https://www.grays.com/lot/0001-60048097/motor-vehicles-motor-cycles/2012-holden-colorado-4x2-lx-rg-turbo-diesel-automatic-cab-chassis,Please refer to the photos or arrange inspection to view the condition of this vehicle.,"Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Cruise Control, Driver Airbag, Electric Windows, MP3 Capability, Park distance control rear, Power Steering, Reverse camera, Crash Test Star Rating 4, Location: 3 Maxwell Road, Pooraka, SA, 5095, Key No: 61",44.0,,,referred
2016,Mercedes,Benz,Vito 114 BLUTEC LWB Turbo Diesel Automatic Van,Van,2.0,2016,2016 - 06,WDF44760523177221,,,"Sold Unregistered, Without Plates",,4.0,2.1,Diesel,Automatic - 4 Speed,282266,km,White,Multi,Yes,No,Yes,Yes,Yes,SA,https://www.grays.com/lot/0001-60048103/motor-vehicles-motor-cycles/2016-mercedes-benz-vito-114-blutec-lwb-turbo-diesel-automatic-van,Please refer to the photos or arrange inspection to view the condition of this vehicle.,"Air Conditioning, Bluetooth Capability, Central Locking, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, Spotlights, MP3 Capability, Nudge Bar, Power Steering, Reverse camera, Roof Racks, Navigation, Location: 3 Maxwell Road, Pooraka, SA, 5095, Key No: 50",103.0,,,referred
2002,Nissan,Patrol,ST (4x4) GU II Turbo Diesel Automatic 7 Seats Wagon,Wagon,7.0,2002,2002 - 05,JN1TESY61A0333661,,,"Sold Unregistered, Without Plates",,4.0,3.0,Diesel,Automatic,403069,km,White,Multi,Yes,Yes,Yes,Yes,Yes,SA,https://www.grays.com/lot/0001-60048104/motor-vehicles-motor-cycles/2002-nissan-patrol-st-4x4-gu-ii-turbo-diesel-automatic-7-seats-wagon,Please refer to the photos or arrange inspection to view the condition of this vehicle.,"Air Conditioning, Bull Bar, CD Player, Central Locking, Driver Airbag, Electric Windows, Power Steering, Third Row Seat, Location: 3 Maxwell Road, Pooraka, SA, 5095, Key No: 49",41.0,,,referred
2012,Volvo,XC90,D5 R-Design Turbo Diesel Automatic 7 Seats Wagon,Wagon,7.0,2012 - 05,2012 - 07,YV1CT3056C1648085,,,"Sold Unregistered, Without Plates",,5.0,2.4,Diesel,Automatic,252072,km,Black,Black Leather,Yes,Yes,Yes,No,Yes,SA,https://www.grays.com/lot/0001-60048105/motor-vehicles-motor-cycles/2012-volvo-xc90-d5-r-design-turbo-diesel-automatic-7-seats-wagon,Other Warning light ON,"Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Leather Trim, MP3 Capability, Park Distance Control Rear, Power Steering, Reverse camera, Roof Rail, Third Row Seat, Crash Test Star Rating 5, Location: 3 Maxwell Road, Pooraka, SA, 5095, Key No: 20",35.0,,,referred
2013,Mazda,CX-9,Luxury Automatic 7 Seats Wagon,Wagon,7.0,2013 - 04,2013 - 04,JM0TB10A5D0406733,,,"Sold Unregistered, Without Plates",,6.0,3.7,Petrol,Automatic,136578,km,Black,Black Leather,Yes,No,No,No,Yes,SA,https://www.grays.com/lot/0001-60048107/motor-vehicles-motor-cycles/2013-mazda-cx-9-luxury-automatic-7-seats-wagon,Please refer to the photos or arrange inspection to view the condition of this vehicle.,"Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Heated Front Seats, Leather Trim, MP3 Capability, Power Steering, Reversing Camera, Navigation, Sunroof, Third Row Seat, Location: 3 Maxwell Road, Pooraka, SA, 5095, Key No: 22",76.0,,,referred
2015,NISSAN,NAVARA,4X4 ST NP300 Turbo Diesel Automatic Dual Cab,Dual Cab Chassis,5.0,2015 - 08,2015 - 12,MNTCB4D23A0011542,,,"Sold Unregistered, Without Plates",,4.0,2.3,Diesel,Automatic,196102,km,Other,Black,Yes,Yes,Yes,Yes,Yes,SA,https://www.grays.com/lot/0001-60048108/motor-vehicles-motor-cycles/2015-nissan-navara-4x4-st-np300-turbo-diesel-automatic-dual-cab,Please refer to the photos or arrange inspection to view the condition of this vehicle.,"Air Conditioning, Bluetooth Capability, Bull bar (Iron Man), CD Player, Central Locking, Cruise Control, Driver Airbag, Electric Windows, Safari Snorkel, MP3 Capability, Spotlights, Canopy, Power Steering, Reversing Camera, Roof Racks, Canopy, Crash Test Star Rating 5, Location: 3 Maxwell Road, Pooraka, SA, 5095, Key No: WH49",201.0,,,referred
2002,TOYOTA,Camry,ATEVA ACV36R Automatic Sedan,Sedan,5.0,2002 - 09,2002 - 09,6T153BK360X002893,,,"Sold Unregistered, Without Plates",,4.0,2.4,Petrol,Automatic,242803,km,White,Multi,Yes,No,Yes,Yes,Yes,SA,https://www.grays.com/lot/0001-60048120/motor-vehicles-motor-cycles/2002-toyota-camry-ateva-acv36r-automatic-sedan,Please refer to the photos or arrange inspection to view the condition of this vehicle.,"Air Conditioning, CD Player, Central Locking, Cruise Control, Driver Airbag, Electric Windows, Park Distance Control Rear, Power Steering, Crash Test Star Rating 4, Location: 3 Maxwell Road, Pooraka, SA, 5095, Key No: 28",29.0,,,referred
2016,MITSUBISHI,PAJERO,SPORT GLS QE Turbo Diesel Automatic - 8 Speed Wagon,Wagon,5.0,2016 - 04,2016 - 04,MMAGUKS10GH003115,,,"Sold Unregistered, Without Plates",,4.0,2.4,Diesel,Automatic - 8 Speed,205079,km,Red,Black Leather,Yes,Yes,Yes,No,Yes,SA,https://www.grays.com/lot/0001-60048122/motor-vehicles-motor-cycles/2016-mitsubishi-pajero-sport-gls-qe-turbo-diesel-automatic-8-speed-wagon,Please refer to the photos or arrange inspection to view the condition of this vehicle.,"Air Conditioning, Auto Control, Bluetooth Capability, Bull bar, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, Leather Trim, MP3 Capability, Spotlights, Park Distance Control Rear, Power Steering, Reversing Camera, Roof Rail, GPS, Crash Test Star Rating 5, Location: 3 Maxwell Road, Pooraka, SA, 5095, Key No: 60",135.0,,,referred
