year,make,model,variant,body_type,no_of_seats,build_date,compliance_date,vin,rego_no,rego_state,rego_expiry,no_of_plates,no_of_cylinders,engine_capacity,fuel_type,transmission,odometer_reading,odometer_unit,exterior_colour,interior_colour,key,spare_key,owners_manual,service_history,engine_turns_over,location,url,general_condition,features_list,bids,price,time_remaining_or_date_sold,status
2002,Mercedes,Benz,SL500 R230 Automatic Convertible,Convertible,2.0,2002-06,2002-07,WDB2304752F022381,,,"Sold Unregistered, Without Plates",0.0,8.0,5,Petrol,Automatic,146541,km,Black,Black Leather,Yes,Yes,Yes,Yes,Yes,QLD,https://www.grays.com/lot/0001-50712177/motor-vehicles-motor-cycles/2002-mercedes-benz-sl500-r230-automatic-convertible,"Door card Damaged.
Engine light ON
Glovebox Would not Open/Close
Dents or marks on body consistent with age and kilometres.
Medium Dent on Rear bumper","Air Conditioning, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Leather Trim, Park Distance Control Front, Park Distance Control Rear, Power Steering, Location: 131-153 Main Beach Road, Pinkenba, QLD, 4008, Key No: K-296 GV350980",0.0,,,referred
2017,Volkswagen,GOLF,ALLTRACK 132TSI PREMIUM A7 Automatic Wagon,Wagon,5.0,2017 - 06,2017 - 10,WVWZZZAUZJP506160,,,"Sold Unregistered, Without Plates",,4.0,1.8,Petrol,Automatic,200281,km,Grey,Black Leather,Yes,No,Yes,Yes,Yes,SA,https://www.grays.com/lot/0001-60048155/motor-vehicles-motor-cycles/2017-volkswagen-golf-alltrack-132tsi-premium-a7-automatic-wagon,Please refer to the photos or arrange inspection to view the condition of this vehicle.,"Air Conditioning, Auto Control, Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Heated Front Seats, Hill Holder System, Leather Trim, MP3 Capability, Park Distance Control Front, Park Distance Control Rear, Power Steering, Reversing Camera, Roof Rail, Navigation, Location: 3 Maxwell Road, Pooraka, SA, 5095, Key No: WH1",0.0,,,referred
2014,Nissan,Pathfinder,ST-L R52 CVT 7 Seats Wagon,Wagon,7.0,2014 - 04,2014 - 10,5N1AR2MN6EC691080,,,"Sold Unregistered, Without Plates",,6.0,3.5,Petrol,CVT,260480,km,Dark Blue,Black Leather,Yes,No,Yes,Yes,Yes,SA,https://www.grays.com/lot/0001-60048166/motor-vehicles-motor-cycles/2014-nissan-pathfinder-st-l-r52-cvt-7-seats-wagon,Please refer to the photos or arrange inspection to view the condition of this vehicle.,"Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Heated Front Seats, Hill Holder System, Leather Trim, MP3 Capability, Park Distance Control Rear, Power Steering, Reversing Camera, Roof Rail, Navigation, Sunroof & Panoramic Roof, Third Row Seat, Crash Test Star Rating 5, Location: 3 Maxwell Road, Pooraka, SA, 5095, Key No: 12B",37.0,,,referred
2007,Nissan,X-Trail,ST-L (4x4) T31 Manual Wagon,Wagon,5.0,2007 - 08,2007 - 10,JN1TANT31A0000245,,,"Sold Unregistered, Without Plates",,4.0,2.5,Petrol,Manual,368950,km,Silver,Multi,Yes,No,Yes,Yes,Yes,SA,https://www.grays.com/lot/0001-60048167/motor-vehicles-motor-cycles/2007-nissan-x-trail-st-l-4x4-t31-manual-wagon,Please refer to the photos or arrange inspection to view the condition of this vehicle.,"Air Conditioning, Auto Control, Bluetooth capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, MP3 Capability, Power Steering, Roof Rail & Roof Rack, Navigation, Crash Test Star Rating 4, Location: 3 Maxwell Road, Pooraka, SA, 5095, Key No: 41",0.0,,,referred
2012,Mitsubishi,Outlander,ES 4WD ZJ CVT Wagon,Wagon,5.0,2012 - 10,2013 - 01,JMFXTGF8WDZ001077,,,"Sold Unregistered, Without Plates",,4.0,2.4,Petrol,CVT,273043,km,Navy Blue,Multi,Yes,No,Yes,No,Yes,SA,https://www.grays.com/lot/0001-60048168/motor-vehicles-motor-cycles/2012-mitsubishi-outlander-es-4wd-zj-cvt-wagon,Please refer to the photos or arrange inspection to view the condition of this vehicle.,"Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, MP3 Capability, Park Distance Control Rear, Power Steering, Crash Test Star Rating 5, Location: 3 Maxwell Road, Pooraka, SA, 5095, Key No: 7B",30.0,,,referred
2016,Holden,Colorado,4X4 LX RG Turbo Diesel Automatic Crew Cab Chassis,Cab Chassis,5.0,2016 - 10,2017 - 01,MMU147DK0HH620745,,,"Sold Unregistered, Without Plates",,4.0,2.8,Diesel,Automatic,152113,km,White,Multi,Yes,Yes,Yes,Yes,Yes,SA,https://www.grays.com/lot/0001-60048170/motor-vehicles-motor-cycles/2016-holden-colorado-4x4-lx-rg-turbo-diesel-automatic-crew-cab-chassis,Please refer to the photos or arrange inspection to view the condition of this vehicle.,"Air Conditioning, Bluetooth Capability, Bull bar, CD Player, Central Locking, Cruise Control, Driver Airbag, Electric Windows, MP3 Capability, Spotlights, Power Steering, Crash Test Star Rating 5, Location: 3 Maxwell Road, Pooraka, SA, 5095, Key No: 54",46.0,,,referred
2014,HOLDEN,CAPTIVA,5 LT 2WD CG II Manual Wagon,Wagon,5.0,2014 - 10,2015 - 05,KL3DF26U9FB019979,,,"Sold Unregistered, Without Plates",,4.0,2.4,Petrol,Manual,95151,km,Grey,Multi,Yes,No,Yes,Yes,Yes,SA,https://www.grays.com/lot/0001-60048171/motor-vehicles-motor-cycles/2014-holden-captiva-5-lt-2wd-cg-ii-manual-wagon,Please refer to the photos or arrange inspection to view the condition of this vehicle.,"Air Conditioning, Auto Control, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, Park Distance Control Front, Park Distance Control Rear, Power Steering, Roof Rail, Roof Rack & Basket, Sunroof, Crash Test Star Rating 5, Location: 3 Maxwell Road, Pooraka, SA, 5095, Key No: 5A",13.0,,,referred
2014,Ford,Ranger,XLT 4X4 PX Turbo Diesel Automatic Dual Cab,Dual Cab Chassis,5.0,2014 - 03,2014 - 04,MNAUMFF50EW262278,,,"Sold Unregistered, Without Plates",,5.0,3.2,Diesel,Automatic,193925,km,Silver,Multi,Yes,Yes,Yes,Yes,Yes,SA,https://www.grays.com/lot/0001-60048173/motor-vehicles-motor-cycles/2014-ford-ranger-xlt-4x4-px-turbo-diesel-automatic-dual-cab,Please refer to the photos or arrange inspection to view the condition of this vehicle.,"Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, MP3 Capability, Park Distance Control Rear, Power Steering, Reverse camera, Navigation, Crash Test Star Rating 5, Location: 3 Maxwell Road, Pooraka, SA, 5095, Key No: 6B",66.0,,,referred
2009,Nissan,Pathfinder,ST-L (4x4) R51 Automatic 7 Seats Wagon,Wagon,7.0,2009 - 09,2010 - 01,VSKJVWR51A0361632,,,"Sold Unregistered, Without Plates",,4.0,2.5,Diesel,Automatic,286803,km,Silver,Multi,Yes,Yes,Yes,Yes,Yes,SA,https://www.grays.com/lot/0001-60048178/motor-vehicles-motor-cycles/2009-nissan-pathfinder-st-l-4x4-r51-automatic-7-seats-wagon,Please refer to the photos or arrange inspection to view the condition of this vehicle.,"Air Conditioning, Bluetooth capability, Bull bar, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, MP3 capability, Spotlights, Reverse camera, Roof Rail, Third Row Seat, Location: 3 Maxwell Road, Pooraka, SA, 5095, Key No: 44",0.0,,,referred
2020,Kia,Sorento,Sport MQ4 Turbo Diesel Automatic - 8 Speed 7 Seats Wagon,Wagon,7.0,2020 - 08,2020 - 11,KNARG81BWM5046153,,,"Sold Unregistered, Without Plates",,4.0,2.2,Diesel,Automatic - 8 Speed,232169,km,Silver,Multi,Yes,Yes,Yes,Yes,Yes,SA,https://www.grays.com/lot/0001-60048183/motor-vehicles-motor-cycles/2020-kia-sorento-sport-mq4-turbo-diesel-automatic-8-speed-7-seats-wagon,Please refer to the photos or arrange inspection to view the condition of this vehicle.,"Air Conditioning, Auto Control, Bluetooth Capability, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, MP3 Capability, Park Distance Control Front, Park Distance Control Rear, Power Steering, Reversing Camera, Roof Rail, Navigation, Third Row Seat, Crash Test Star Rating 5, Location: 3 Maxwell Road, Pooraka, SA, 5095, Key No: 4",45.0,,,referred
2008,Audi,Q7,3.0 TDI Quattro Turbo Diesel Automatic 7 Seats Wagon,Wagon,7.0,2008 - 10,2009 - 04,WAUZZZ4L39D027007,,,"Sold Unregistered, Without Plates",,6.0,3,Diesel,Automatic,159551,km,Gold,Beige Leather,Yes,No,No,No,Yes,SA,https://www.grays.com/lot/0001-60048184/motor-vehicles-motor-cycles/2008-audi-q7-3-0-tdi-quattro-turbo-diesel-automatic-7-seats-wagon,Please refer to the photos or arrange inspection to view the condition of this vehicle.,"Air Conditioning, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Leather Trim, Power Steering, Reversing Camera, Roof rail, Navigation, Panoramic Sunroof, Crash Test Star Rating 4, Location: 3 Maxwell Road, Pooraka, SA, 5095, Key No: 47",10.0,,,referred
2014,Toyota,Aurion,SPORTIVO SX6 GSV50R Automatic Sedan,Sedan,5.0,2014 - 03,2014 - 03,6T1BK3FK20X243958,,,"Sold Unregistered, Without Plates",,6.0,3.5,Petrol,Automatic,113097,km,Blue,Multi,Yes,No,Yes,Yes,Yes,SA,https://www.grays.com/lot/0001-60048185/motor-vehicles-motor-cycles/2014-toyota-aurion-sportivo-sx6-gsv50r-automatic-sedan,"Engine light ON
Traction control light ON
ABS light ON","Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, MP3 Capability, Power Steering, Reversing Camera, Crash Test Star Rating 5, Location: 3 Maxwell Road, Pooraka, SA, 5095, Key No: 6A",35.0,,,referred
2016,Ford,Falcon,XR6 TURBO FG X Automatic Sedan,Sedan,5.0,2016-08,2016-08,6FPAAAJGSWGE26147,,,"Sold Unregistered, Without Plates",,6.0,4,Petrol,Automatic,106473,km,White,Black,Yes,No,Yes,Yes,Yes,SA,https://www.grays.com/lot/0001-60048190/motor-vehicles-motor-cycles/2016-ford-falcon-xr6-turbo-fg-x-automatic-sedan,Please refer to the photos or arrange inspection to view the condition of this vehicle.,"Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, MP3 Capability, Park Distance Control Front, Park Distance Control Rear, Power Steering, Reversing Camera, Satellite navigation system, Crash Test Star Rating 5, Location: 3 Maxwell Road, Pooraka, SA, 5095, Key No: WH10",172.0,,,referred
2017,Mazda,CX-5,GT KF Turbo Diesel Automatic Wagon,Wagon,5.0,2017 - 06,2017 - 06,JM0KF4W2A00113402,,,"Sold Unregistered, Without Plates",,4.0,2.2,Diesel,Automatic,178468,km,White,Black Leather,Yes,Yes,Yes,Yes,Yes,SA,https://www.grays.com/lot/0001-60048191/motor-vehicles-motor-cycles/2017-mazda-cx-5-gt-kf-turbo-diesel-automatic-wagon,Please refer to the photos or arrange inspection to view the condition of this vehicle.,"Air Conditioning, Bluetooth Capability, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Heated Front Seats, Hill Holder System, Leather Trim, MP3 Capability, Park Distance Control Front, Park Distance Control Rear, Power Steering, Reversing Camera, Navigation, Sunroof, Crash Test Star Rating 5, Location: 3 Maxwell Road, Pooraka, SA, 5095, Key No: 1A",95.0,,,referred
2013,Volkswagen,Amarok,TDI400 TRENDLINE 2H T/D Manual Dual Cab,Dual Cab Chassis,5.0,Unable to locate,2013-02,WV1ZZZ2HZDA016888,,,"Sold Unregistered, Without Plates",,4.0,2,Diesel,Manual,278035,km,White,Grey,Yes,Yes,Yes,Yes,Yes,SA,https://www.grays.com/lot/0001-60048192/motor-vehicles-motor-cycles/2013-volkswagen-amarok-tdi400-trendline-2h-t-d-manual-dual-cab,Please refer to the photos or arrange inspection to view the condition of this vehicle.,"Air Conditioning, Bluetooth Capability, Bull bar, CD Player, Central Locking, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, MP3 Capability, Power Steering, Crash Test Star Rating 5, Location: 3 Maxwell Road, Pooraka, SA, 5095, Key No: 55",13.0,,,referred
2007,Nissan,Elgrand,Import Automatic Van - Pinkslip Issued 10/7/25,,6.0,2007-04,2018-09,6U900000E51193244,No plates,,"Sold Unregistered, Without Plates",,6.0,3.5,Petrol,Automatic - 4 Speed,178136,km,White,Cream,Yes,Yes,No,Yes,Yes,NSW,https://www.grays.com/lot/0001-10349688/motor-vehicles-motor-cycles/2007-nissan-elgrand-import-automatic-van-pinkslip-issued-10-7-25,Please refer to the photos or arrange inspection to view the condition of this vehicle.,"Air Conditioning, Bluetooth capability, Central Locking, Driver Airbag, Electric Windows, Heated front seats, Leather trim, MP3 Capability, Power Steering, Reversing Camera, Sunroof, Third row seat, Location: Rear of 5 Holbeche Road, Arndell Park, NSW, 2148, Key No: 536",0.0,,,referred
2016,Toyota,Hilux,4x4 SR GUN126R Turbo Diesel Automatic Dual Cab,Dual Cab,5.0,2016-09,2016-10,MR0KA3CD301194542,CK84SU,NSW,"Sold Unregistered, Without Plates",,4.0,2.8,Diesel,Automatic,316428,km,White,Black,Yes,Yes,Yes,Yes,Yes,NSW,https://www.grays.com/lot/0001-10349713/motor-vehicles-motor-cycles/2016-toyota-hilux-4x4-sr-gun126r-turbo-diesel-automatic-dual-cab,"Dents or marks on body consistent with age and kilometres.
Windscreen Chipped or Cracked.
Light hail damage visible.
Corrosion visible Roof","Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Cruise Control, Driver Airbag, Electric Windows, MP3 Capability, Power Steering, Reversing Camera, Crash Test Star Rating 5, Location: Rear of 5 Holbeche Road, Arndell Park, NSW, 2148, Key No: 5",0.0,,,referred
2021,LDV,G10,+ Turbo Diesel Automatic - 8 Speed Van (WOVR - Inspected),Van,2.0,2021-11,Unable to locate,LSKG4GL19MA173378,2CS2KU,VIC,"Sold Unregistered, Without Plates",,4.0,2.0,Diesel,Automatic - 8 Speed,35639,km,White,Black,Yes,No,Yes,Yes,Yes,NSW,https://www.grays.com/lot/0001-10349717/motor-vehicles-motor-cycles/2021-ldv-g10-turbo-diesel-automatic-8-speed-van-wovr-inspected,Please refer to the photos or arrange inspection to view the condition of this vehicle.,"Air Conditioning, Bluetooth Capability, Central Locking, Cruise Control, Driver Airbag, Electric Windows, Leather trim, MP3 Capability, Park Distance Control Rear, Power Steering, Reversing Camera, Crash Test Star Rating 3, Location: Rear of 5 Holbeche Road, Arndell Park, NSW, 2148, Key No: 094",0.0,,,referred
2018,Hyundai,Accent,"Sport RB Automatic Hatchback 35,708kms",Hatchback,5.0,2018-01,2018-08,KMHCT51EMJU375601,DXV07Q,NSW,"Sold Unregistered, Without Plates",,4.0,1.6,Petrol,Automatic,35708,km,Red,Black,Yes,Yes,Yes,Yes,Yes,NSW,https://www.grays.com/lot/0001-10349614/motor-vehicles-motor-cycles/2018-hyundai-accent-sport-rb-automatic-hatchback-35-708kms,Please refer to the photos or arrange inspection to view the condition of this vehicle.,"Air Conditioning, Bluetooth Capability, Central Locking, Cruise Control, Driver Airbag, Electric Windows, MP3 Capability, Power Steering, Crash Test Star Rating 5, Location: Rear of 5 Holbeche Road, Arndell Park, NSW, 2148, Key No: 512",0.0,,,referred
2016,Mitsubishi,Triton,4X4 GLX+ L/E MQ Turbo Diesel Manual Dual Cab,Dual Cab,5.0,2016-04,2016-04,MMAJJKL10GH025711,DLB59H,NSW,"Sold Unregistered, Without Plates",,4.0,2.4,Diesel,Manual,304133,km,White,Black,Yes,No,Yes,No,Yes,NSW,https://www.grays.com/lot/0001-10349649/motor-vehicles-motor-cycles/2016-mitsubishi-triton-4x4-glx-l-e-mq-turbo-diesel-manual-dual-cab,Please refer to the photos or arrange inspection to view the condition of this vehicle.,"Air Conditioning, Bluetooth Capability, Bull bar, CD Player, Central Locking, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, MP3 Capability, Power Steering, Reversing Camera, Crash Test Star Rating 5, Location: Rear of 5 Holbeche Road, Arndell Park, NSW, 2148, Key No: 514",0.0,,,referred
2012,Ford,Ranger,XLT 3.2 (4x4) PX Turbo Diesel Automatic Dual Cab,Dual Cab,5.0,2012-06,2012-07,MNAUMFF50CW127394,DN02QN,NSW,"Sold Unregistered, Without Plates",,5.0,3.2,Diesel,Automatic,293260,km,Blue,Black,Yes,No,No,No,Yes,NSW,https://www.grays.com/lot/0001-10349714/motor-vehicles-motor-cycles/2012-ford-ranger-xlt-3-2-4x4-px-turbo-diesel-automatic-dual-cab,Please refer to the photos or arrange inspection to view the condition of this vehicle.,"Air Conditioning, Bluetooth Capability, Bull bar, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, MP3 Capability, Park Distance Control Rear, Power Steering, Crash Test Star Rating 5, Location: Rear of 5 Holbeche Road, Arndell Park, NSW, 2148, Key No: 121",0.0,,,referred
2015,(Comp),Jeep,Compass Sport Manual Wagon,Wagon,5.0,Unable to locate,2015-01,1C4NJCFAXED753507,EGJ42X,NSW,"Sold Unregistered, Without Plates",,4.0,2.0,Petrol,Manual,154140,km,White,Black,Yes,Yes,Yes,Yes,Yes,NSW,https://www.grays.com/lot/0001-10349744/motor-vehicles-motor-cycles/2015-comp-jeep-compass-sport-manual-wagon,Please refer to the photos or arrange inspection to view the condition of this vehicle.,"Air Conditioning, Bluetooth Capability, Central Locking, Cruise Control, Driver Airbag, Electric Windows, Heated Front Seats, MP3 Capability, Power Steering, Reversing Camera, Roof Rail, Satellite navigation system, Location: Rear of 5 Holbeche Road, Arndell Park, NSW, 2148, Key No: 027",0.0,,,referred
2015,Nissan,Pathfinder,"ST R52 CVT 7 Seats Wagon 84,336kms",Wagon,7.0,2015-02,2015-05,5N1AR2MN6FC650448,ECH47G,NSW,"Sold Unregistered, Without Plates",,6.0,3.5,Petrol,CVT,84336,km,White,Black,Yes,Yes,Yes,Yes,Yes,NSW,https://www.grays.com/lot/0001-10349745/motor-vehicles-motor-cycles/2015-nissan-pathfinder-st-r52-cvt-7-seats-wagon-84-336kms,Please refer to the photos or arrange inspection to view the condition of this vehicle.,"Air Conditioning, Bluetooth Capability, Central Locking, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, MP3 Capability, Park Distance Control Rear, Power Steering, Reversing Camera, Roof Rail, Third Row Seat, Crash Test Star Rating 5, Location: Rear of 5 Holbeche Road, Arndell Park, NSW, 2148, Key No: 003",0.0,,,referred
2016,Volkswagen,Tiguan,110TDI COMFORTLINE MK2 Turbo Diesel Automatic Wagon,Wagon,5.0,2016-08,2016-10,WVGZZZ5NZHW815005,DLE86K,NSW,"Sold Unregistered, Without Plates",,4.0,2,Diesel,Automatic,208318,km,White,Black,Yes,Yes,Yes,Yes,Yes,NSW,https://www.grays.com/lot/0001-10349746/motor-vehicles-motor-cycles/2016-volkswagen-tiguan-110tdi-comfortline-mk2-turbo-diesel-automatic-wagon,Please refer to the photos or arrange inspection to view the condition of this vehicle.,"Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Heated front seats, Hill Holder System, Leather trim, MP3 Capability, Park Distance Control Rear, Parking Assist System, Power Steering, Reversing Camera, Roof Rail, Satellite navigation system, Sunroof, Crash Test Star Rating 5, Location: Rear of 5 Holbeche Road, Arndell Park, NSW, 2148, Key No: 184",0.0,,,referred
2014,Mitsubishi,Outlander,PHEV 4WD ZJ Direct Drive Wagon,Wagon,5.0,2014-02,2014-09,JMFXDGG2WEZ000742,FGW57Z,NSW,"Sold Unregistered, Without Plates",,4.0,2,Hybrid,Direct Drive,165105,km,Silver,Black,Yes,No,No,No,Yes,NSW,https://www.grays.com/lot/0001-10349748/motor-vehicles-motor-cycles/2014-mitsubishi-outlander-phev-4wd-zj-direct-drive-wagon,Please refer to the photos or arrange inspection to view the condition of this vehicle.,"Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, MP3 Capability, Park Distance Control Rear, Power Steering, Reversing Camera, Roof Rail, Satellite navigation system, Crash Test Star Rating 5, Location: Rear of 5 Holbeche Road, Arndell Park, NSW, 2148, Key No: 207",0.0,,,referred
2013,Volkswagen,Passat,118 TSI 3C Automatic Wagon,Wagon,5.0,2013-06,2013-09,WVWZZZ3CZEE012667,CWK87E,NSW,"Sold Unregistered, Without Plates",,4.0,1.8,Petrol,Automatic,116319,km,Grey,Black,Yes,Yes,Yes,Yes,Yes,NSW,https://www.grays.com/lot/0001-10349754/motor-vehicles-motor-cycles/2013-volkswagen-passat-118-tsi-3c-automatic-wagon,Please refer to the photos or arrange inspection to view the condition of this vehicle.,"Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Heated Front Seats, Hill Holder System, Leather Trim, MP3 Capability, Park Distance Control Front, Park Distance Control Rear, Power Steering, Reversing Camera, Roof Rail, Satellite navigation system, Location: Rear of 5 Holbeche Road, Arndell Park, NSW, 2148, Key No: 439",0.0,,,referred
2017,Nissan,Navara,4X4 SL SERIES 2 Turbo Diesel Automatic Dual Cab,Dual Cab,5.0,2017-11,2017-12,MNTCB4D23A0037483,No plates,QLD,"Sold Unregistered, Without Plates",,4.0,2.3,Diesel,Automatic,219858,km,Silver,Grey,Yes,Yes,Yes,Yes,Yes,NSW,https://www.grays.com/lot/0001-10349757/motor-vehicles-motor-cycles/2017-nissan-navara-4x4-sl-series-2-turbo-diesel-automatic-dual-cab,Please refer to the photos or arrange inspection to view the condition of this vehicle.,"Air Conditioning, Bluetooth Capability, Bull bar, CD Player, Central Locking, Cruise Control, Driver Airbag, Electric Windows, MP3 Capability, Power Steering, Reversing Camera, Crash Test Star Rating 5, Location: Rear of 5 Holbeche Road, Arndell Park, NSW, 2148, Key No: 083",0.0,,,referred
2013,Toyota,Hilux,Workmate TGN16R Automatic Cab Chassis,Cab Chassis,2.0,2013-03,2013-04,MR0CX12G200102913,No plates,NSW,"Sold Unregistered, Without Plates",,4.0,2.7,Petrol,Automatic,118948,km,White,Grey,Yes,No,Yes,No,Yes,NSW,https://www.grays.com/lot/0001-10349767/motor-vehicles-motor-cycles/2013-toyota-hilux-workmate-tgn16r-automatic-cab-chassis,"Dents or marks on body consistent with age and kilometres.
Large Dent on Passenger side front guard
Engine noise observed.
Controls inoperable Unable to select gears without using shiftlock button
Seat Torn Drivers seat
Corrosion visible Tray","Air conditioning, Bluetooth Capability, CD Player, Driver Airbag, MP3 Capability, Power Steering, Crash Test Star Rating 4, Location: Rear of 5 Holbeche Road, Arndell Park, NSW, 2148, Key No: 462",0.0,,,referred
2011,Mercedes,Benz,E-CLASS 350 ELEGANCE C207 Automatic Coupe,Coupe,4.0,2011-09,2011-11,WDD2073592F146788,NBN31D,NSW,"Sold Unregistered, Without Plates",,6.0,3.5,Petrol,Automatic,189166,km,Grey,Black,Yes,Yes,Yes,Yes,Yes,NSW,https://www.grays.com/lot/0001-10349779/motor-vehicles-motor-cycles/2011-mercedes-benz-e-class-350-elegance-c207-automatic-coupe,Please refer to the photos or arrange inspection to view the condition of this vehicle.,"Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, Leather Trim, MP3 Capability, Park Distance Control Front, Park distance control rear, Power Steering, Reversing Camera, Satellite navigation system, Sunroof, Location: Rear of 5 Holbeche Road, Arndell Park, NSW, 2148, Key No: 529",0.0,,,referred
2012,BMW,X1,sDrive 18i E84 Automatic Wagon,Wagon,5.0,2012-03,2012-05,WBAVL32040VT42353,DN12EZ,NSW,"Sold Unregistered, Without Plates",,4.0,2,Petrol,Automatic,126729,km,White,Black,Yes,Yes,No,Yes,Yes,NSW,https://www.grays.com/lot/0001-10349781/motor-vehicles-motor-cycles/2012-bmw-x1-sdrive-18i-e84-automatic-wagon,Please refer to the photos or arrange inspection to view the condition of this vehicle.,"Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Cruise Control, Driver Airbag, Electric Windows, Leather trim, MP3 Capability, Park Distance Control Rear, Power Steering, Roof Rail, Sunroof, Crash Test Star Rating 5, Location: Rear of 5 Holbeche Road, Arndell Park, NSW, 2148, Key No: 073",0.0,,,referred
2019,Mitsubishi,Outlander,ES ADAS 2WD ZL CVT Wagon Pinkslip Issued 16/7/25,Wagon,5.0,2019-02,2019-02,JMFXTGF8WKZ008243,DO10GR,NSW,23-06-2026. Registration will only be transferred to the registered bidder who must hold a valid NSW Drivers Licence otherwise vehicle will be sold unregistered.,2.0,4.0,2.4,Petrol,CVT,137686,km,White,Black,Yes,Yes,Yes,Yes,Yes,NSW,https://www.grays.com/lot/0001-10349783/motor-vehicles-motor-cycles/2019-mitsubishi-outlander-es-adas-2wd-zl-cvt-wagon-pinkslip-issued-16-7-25,Please refer to the photos or arrange inspection to view the condition of this vehicle.,"Air Conditioning, Bluetooth Capability, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, MP3 Capability, Park distance control rear, Power Steering, Reversing Camera, Roof Rail, Crash Test Star Rating 5, Location: Rear of 5 Holbeche Road, Arndell Park, NSW, 2148, Key No: 135",0.0,,,referred
1994,Ford,Probe,ST Automatic Coupe,Coupe,4.0,1994-05,1994-07,1ZVLT22B9R5166108,44MARY,NSW,"Sold Unregistered, Without Plates",,6.0,2.5,Petrol,Automatic,213047,km,White,Grey,Yes,Yes,No,No,Yes,NSW,https://www.grays.com/lot/0001-10349785/motor-vehicles-motor-cycles/1994-ford-probe-st-automatic-coupe,Please refer to the photos or arrange inspection to view the condition of this vehicle.,"Air Conditioning, Central Locking, Cruise Control, Driver Airbag, Electric Windows, MP3 Capability, Power Steering, Location: Rear of 5 Holbeche Road, Arndell Park, NSW, 2148, Key No: 056",0.0,,,referred
2016,Volkswagen,Polo,81TSI COMFORTLINE 6R Automatic Hatchback,Hatchback,5.0,2016-02,2016-06,WVWZZZ6RZGU047171,DHX93U,NSW,"04-08-2025 - Registration will only be transferred to the registered bidder who must hold a NSW Licence, otherwise, vehicle will be sold unregistered.",,4.0,1.2,Petrol,Automatic,60451,km,Silver,Grey,Yes,Yes,Yes,Yes,Yes,NSW,https://www.grays.com/lot/0001-10349870/motor-vehicles-motor-cycles/2016-volkswagen-polo-81tsi-comfortline-6r-automatic-hatchback,Please refer to the photos or arrange inspection to view the condition of this vehicle.,"Comfort Package, Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, MP3 Capability, Power Steering, Reversing Camera, Satellite navigation system, Crash Test Star Rating 5, Location: Rear of 5 Holbeche Road, Arndell Park, NSW, 2148, Key No: 579",0.0,,,referred
2009,Holden,Cruze,CD JG Automatic Sedan,Sedan,5.0,2009-10,2009-11,KL3JA695JAK576308,CL80ZZ,NSW,"Sold Unregistered, Without Plates",0.0,4.0,1.8,Petrol,Automatic,169667,km,Burgundy,Black,Yes,No,No,No,Yes,NSW,https://www.grays.com/lot/0001-10912003/motor-vehicles-motor-cycles/2009-holden-cruze-cd-jg-automatic-sedan,Please refer to the photos or arrange inspection to view the condition of this vehicle.,"Air Conditioning, CD Player, Central Locking, Cruise Control, Driver Airbag, Electric Windows, MP3 Capability, Power Steering, Crash Test Star Rating 5, Location: 46 Clyde Street, Hamilton North, NSW, 2292",0.0,,,referred
